feature,mean_importance
feature_14046,-2.552255694608929e-05
feature_13048,-2.5368450286655796e-05
feature_13542,-2.5177180388491484e-05
feature_5966,-2.4721875309641204e-05
feature_13375,-2.4637452240883205e-05
feature_20479,-2.4381862735012305e-05
feature_3030,-2.425161474252091e-05
feature_5303,-2.4149520679750403e-05
feature_597,-2.392140666880316e-05
feature_23385,-2.390867979352729e-05
feature_6401,-2.3907924989186036e-05
feature_2663,-2.3601757451963134e-05
feature_11832,-2.348287835763907e-05
feature_18679,-2.312704622825512e-05
feature_10444,-2.3083705444360004e-05
feature_16367,-2.3041512287425014e-05
feature_18598,-2.2920145016480653e-05
feature_19615,-2.290509681917019e-05
feature_12253,-2.276413473467631e-05
feature_8270,-2.2071574156135033e-05
feature_18144,-2.1640966918745618e-05
feature_4529,-2.155940170233128e-05
feature_10876,-2.1247375473909534e-05
feature_17495,-2.122053848321315e-05
feature_17643,-2.1135500420566e-05
feature_5926,-2.087869584143087e-05
feature_1117,-2.082781550950541e-05
feature_7310,-2.0821957094552256e-05
feature_10278,-2.0580045779161616e-05
feature_134,-2.044446991587012e-05
feature_10683,-2.0312312276804524e-05
feature_264,-2.0246410916147096e-05
feature_4767,-2.0199345256566305e-05
feature_10738,-2.010294933085799e-05
feature_11902,-1.9818463716259062e-05
feature_15887,-1.959917591063398e-05
feature_6795,-1.9259398706938934e-05
feature_6832,-1.8876487568120216e-05
feature_7186,-1.864402445080904e-05
feature_16145,-1.863750291209998e-05
feature_12355,-1.863570833220418e-05
