feature,mean_importance
feature_13890,-0.00026752656098661954
feature_3295,-0.0002671531092923063
feature_5303,-0.0002661021597437863
feature_14384,-0.00026564752043692905
feature_9050,-0.00026511092710868045
feature_4534,-0.00026480858967651286
feature_9523,-0.0002631420021509845
feature_14400,-0.0002630045275485826
feature_1251,-0.00026270200284246316
feature_10175,-0.0002618271274228867
feature_3177,-0.0002611399062028119
feature_18688,-0.0002576323765719257
feature_15982,-0.00025575946665750137
feature_66,-0.0002551749285069738
feature_11502,-0.00025414398578640365
feature_3584,-0.00025262345696768217
feature_8695,-0.0002524274986813402
feature_16108,-0.0002518874407024474
feature_14085,-0.00025106742672120763
feature_1986,-0.0002475162382615914
feature_20670,-0.00024634330778208204
feature_10861,-0.00024534305389186664
feature_20938,-0.00024062481727473716
feature_13974,-0.0002401997958662916
feature_11310,-0.0002401156026351825
feature_18194,-0.0002400865679387687
feature_4763,-0.0002395697146122089
feature_23323,-0.0002376871826605953
feature_1189,-0.00023610757409272542
feature_16796,-0.00023555452497894258
feature_12237,-0.00023465170891125985
feature_4298,-0.00023170180812144282
feature_9996,-0.00023089093165324926
feature_16561,-0.00022998047041715707
feature_24346,-0.0002287946023528109
feature_13397,-0.000226570679533733
feature_15176,-0.0002262940892219678
feature_18469,-0.00022381907280326628
feature_18753,-0.00022338982317982037
feature_5792,-0.00022146663514244214
feature_17183,-0.00022100093348388362
feature_2351,-0.0002209170846949382
feature_10744,-0.00022022864866714232
feature_7716,-0.00021890924891118101
feature_12678,-0.00021890328267404335
feature_14991,-0.00021834729713817724
feature_14034,-0.00021606408043159942
feature_10800,-0.00021601740177298323
feature_2142,-0.00021498972867484145
feature_9755,-0.0002114636219587629
feature_2643,-0.00021141197522940304
feature_8178,-0.0002083899594367944
feature_24096,-0.0002074483768509605
feature_9809,-0.0002049412197972056
feature_10989,-0.00020387951299665196
feature_3009,-0.0002024331080209829
feature_39,-0.0002013920947416814
feature_933,-0.00020048578294847851
feature_17421,-0.00020029016214569983
feature_22061,-0.00019824510607242553
feature_23971,-0.0001979800070673776
feature_6267,-0.00019764190005699955
feature_2737,-0.00019735360092162368
feature_15802,-0.00019507020923584806
feature_24308,-0.00019460325195632677
feature_6651,-0.00019364722237759092
feature_2625,-0.0001924150970758931
feature_6594,-0.00019176221995833575
feature_5938,-0.0001916792623792518
feature_7348,-0.00018885764922746962
feature_19264,-0.00018878652105632776
feature_8715,-0.00018873715323232122
feature_3240,-0.00018721614666704632
feature_4392,-0.0001853826437507533
feature_17666,-0.00018403672557324447
feature_15948,-0.00018358659146937572
feature_7369,-0.00018238067037577022
feature_9642,-0.00018178249618014953
feature_20129,-0.0001816467013208034
feature_14692,-0.0001770612088399015
feature_1780,-0.00017442985150069036
feature_9316,-0.00017313915157022298
feature_23243,-0.00017253001251874567
feature_17226,-0.00017186765214451948
feature_17018,-0.00016707966538053175
feature_10257,-0.0001661598249929841
feature_8417,-0.00016552897350534667
feature_5355,-0.00016451307005437287
feature_424,-0.00016348109172404924
feature_4961,-0.00016337119228228004
feature_7671,-0.0001601220211761789
feature_23136,-0.000159358171327173
feature_6931,-0.00015921348294387628
feature_607,-0.00015883746065723515
feature_17466,-0.00015758973426044376
feature_4782,-0.00015689246161694205
feature_20286,-0.00015491245961355427
feature_7897,-0.00015420061294869615
feature_6710,-0.00015411194385298588
feature_8691,-0.00015293358864443274
feature_8194,-0.00015163524167114418
feature_3117,-0.00015062118001364367
feature_2486,-0.0001488063884808488
feature_15723,-0.0001464253391582071
feature_12250,-0.00014582247443419848
feature_12435,-0.00014579695060976672
feature_6061,-0.00014554761677803006
feature_14774,-0.00014515007811403136
feature_674,-0.00014423560867496966
feature_19410,-0.00014149429107708223
feature_20723,-0.000140629172926221
feature_23950,-0.00014000181205670037
feature_12816,-0.00013804798229126724
feature_17232,-0.00013504856120261088
feature_17444,-0.00013459360604213267
feature_8158,-0.00013353229220852691
feature_18820,-0.0001333327302906473
feature_22008,-0.00013159502604451757
feature_537,-0.00013122831642292665
feature_1747,-0.00012964756235820385
feature_4449,-0.00012958721175874155
feature_18253,-0.00012859761163597216
feature_6259,-0.0001260700296369155
feature_20881,-0.0001254381139354055
feature_13533,-0.00012474959239543447
feature_6258,-0.00012348439825498047
feature_6197,-0.00012304421219861973
feature_19447,-0.00012277503839247528
feature_12611,-0.00012225727602741543
feature_571,-0.00012218318368245606
feature_9713,-0.00012163786788489394
feature_10914,-0.0001208876018703675
feature_13405,-0.00012008025746802486
feature_9274,-0.0001195108683531787
feature_15791,-0.0001188789408806179
feature_6951,-0.00011871276532307017
feature_14651,-0.00011700406516493845
feature_9291,-0.0001152790592377606
feature_16024,-0.00011430784298381847
feature_16194,-0.00011357689718343167
feature_16689,-0.00011345425189532854
feature_10087,-0.00011163856296053654
feature_2834,-0.00011134186950888525
feature_6756,-0.00011070565442665714
feature_22963,-0.00011070273700369837
feature_11950,-0.00011061879453017065
feature_12338,-0.00010947059428285666
feature_17943,-0.00010847595527261334
feature_22622,-0.00010832763171413351
feature_11657,-0.000107138156905362
feature_17039,-0.00010612765179996985
feature_13896,-0.00010511201913696589
feature_5791,-0.00010484483732340344
feature_4935,-0.00010477957279327876
feature_19983,-0.00010428050599256
feature_4319,-0.00010349873808830345
feature_1170,-0.00010269708482514295
feature_289,-0.00010256551019147687
feature_10018,-0.00010249074206608588
feature_7734,-0.0001024896423145516
feature_22966,-0.00010186183226933432
feature_5827,-0.00010062351929055469
feature_12641,-9.989425171150757e-05
feature_14332,-9.953610460270435e-05
feature_14100,-9.862854982356506e-05
feature_16879,-9.803021285811341e-05
feature_10367,-9.790562761425869e-05
feature_2555,-9.740488584616402e-05
feature_19438,-9.696131474149495e-05
feature_15681,-9.695801088243084e-05
feature_2363,-9.613940603921955e-05
feature_11787,-9.588772042669058e-05
feature_6662,-9.549472151306748e-05
feature_23795,-9.49927311317711e-05
feature_7288,-9.471802911755755e-05
feature_18766,-9.471704752438415e-05
feature_3958,-9.435766103138565e-05
feature_7854,-9.282005268852478e-05
feature_10311,-9.274312901074167e-05
feature_15314,-9.012033337687519e-05
feature_13439,-8.977089007652372e-05
feature_16720,-8.97268225326986e-05
feature_526,-8.966011743501978e-05
feature_16279,-8.958509442312801e-05
feature_2230,-8.943560198904077e-05
feature_16780,-8.940813997501129e-05
feature_6370,-8.905413805571083e-05
feature_20177,-8.871508899068736e-05
feature_21958,-8.851284483266664e-05
feature_21412,-8.719677186169728e-05
feature_5221,-8.695179048999746e-05
feature_5896,-8.649246488062756e-05
feature_20368,-8.625568663815919e-05
feature_4506,-8.581865300788527e-05
feature_12046,-8.577533097067213e-05
feature_6250,-8.56423718986088e-05
feature_10332,-8.514286855136888e-05
feature_17830,-8.427323615824988e-05
feature_11574,-8.389543787862275e-05
feature_21451,-8.253526455541671e-05
feature_22191,-8.236481792953665e-05
feature_14144,-8.224894147034201e-05
feature_18817,-8.195446836375408e-05
feature_9043,-8.116521090005824e-05
feature_11417,-8.111621470500153e-05
feature_23153,-8.068523159573404e-05
feature_1728,-8.066223291818276e-05
feature_6265,-7.980733809185293e-05
feature_22323,-7.833251268575258e-05
feature_24304,-7.800189803706115e-05
feature_23165,-7.741684466771037e-05
feature_17600,-7.734826851525378e-05
feature_23513,-7.71604990049357e-05
feature_14803,-7.684647723946725e-05
feature_22104,-7.651878285268588e-05
feature_16155,-7.633439232949125e-05
feature_4937,-7.549687974403029e-05
feature_9705,-7.50422866048428e-05
feature_18320,-7.472900537606187e-05
feature_19493,-7.461601040152921e-05
feature_22095,-7.400255958357471e-05
feature_17921,-7.368504691659394e-05
feature_23675,-7.241658123484651e-05
feature_11241,-7.220611389644472e-05
feature_12167,-7.206574479374783e-05
feature_9338,-6.999885834397812e-05
feature_23090,-6.985523268930871e-05
feature_13553,-6.886803253007834e-05
feature_11195,-6.806241292701687e-05
feature_15408,-6.778019734955398e-05
feature_8167,-6.659035844810423e-05
feature_9714,-6.64245772494132e-05
feature_22417,-6.603310065620427e-05
feature_2836,-6.589414397475401e-05
feature_22428,-6.542539146640048e-05
feature_13155,-6.414060499398966e-05
feature_20060,-6.408545556289003e-05
feature_22970,-6.403650574923203e-05
feature_20963,-6.362069958754102e-05
feature_23265,-6.357272001838998e-05
feature_19876,-6.320237697784447e-05
feature_14197,-6.218688177792587e-05
feature_15767,-6.156544479627435e-05
feature_3261,-6.148695302542473e-05
feature_14288,-6.136253166904027e-05
feature_21921,-6.102681078554717e-05
feature_22610,-6.098955409051809e-05
feature_264,-6.0808369641263126e-05
feature_21148,-6.034456857201276e-05
feature_21797,-6.031987508392511e-05
feature_2816,-6.0264369673013186e-05
feature_6186,-6.0210408289940175e-05
feature_19855,-5.967206115172763e-05
feature_17196,-5.889297380835545e-05
feature_7427,-5.645800801332701e-05
feature_104,-5.507193161079505e-05
feature_12931,-5.5068153099546714e-05
feature_13427,-5.4909666898095286e-05
feature_8421,-5.3578431554845984e-05
feature_19123,-5.3471632963075776e-05
feature_676,-5.28325663276874e-05
feature_23178,-5.170807998128302e-05
feature_18362,-5.164743928420812e-05
feature_4717,-5.146318446832554e-05
feature_3599,-5.114362810717532e-05
feature_4722,-5.088778415630601e-05
feature_19586,-5.0770138745426244e-05
feature_1370,-5.008762540156253e-05
feature_1226,-4.929823723762716e-05
feature_19150,-4.915767695626849e-05
feature_3044,-4.881766681970045e-05
feature_15091,-4.687596928948379e-05
feature_5325,-4.670483427356986e-05
feature_1579,-4.648596438462382e-05
feature_11706,-4.633757116714321e-05
feature_916,-4.5990655994421203e-05
feature_16727,-4.5774942692955455e-05
feature_6905,-4.554655128403695e-05
feature_9909,-4.490773180841901e-05
feature_21217,-4.488396766346714e-05
feature_12342,-4.461004283485836e-05
feature_23653,-4.440592819863198e-05
feature_19329,-4.4050617004309786e-05
feature_18986,-4.377095002044973e-05
feature_12042,-4.364388622866144e-05
feature_14752,-4.3290621321945276e-05
feature_1242,-4.283917386584957e-05
feature_4723,-4.251957852767774e-05
feature_10125,-4.1782451735128404e-05
feature_5563,-3.9846782568886406e-05
feature_18943,-3.9557642474830065e-05
feature_10839,-3.902927528975919e-05
feature_22037,-3.848307734212186e-05
feature_21507,-3.822368227901496e-05
feature_692,-3.795775687343017e-05
feature_4638,-3.7599059843229646e-05
feature_10141,-3.737928068516805e-05
feature_11924,-3.720307387565791e-05
feature_13100,-3.690057305330008e-05
feature_7776,-3.645887315570917e-05
feature_9255,-3.582839329648868e-05
feature_8809,-3.506818524039446e-05
feature_13764,-3.479055733819347e-05
feature_21639,-3.41876347527359e-05
feature_18183,-3.3495441616115953e-05
feature_8474,-3.308393003351728e-05
feature_7574,-3.304830529371472e-05
feature_21840,-3.286254842722602e-05
feature_23810,-3.2188759679463444e-05
feature_9467,-3.1355657469800405e-05
feature_14300,-3.13277360423414e-05
feature_13451,-3.096819294040598e-05
feature_4708,-3.0693296124517654e-05
feature_6008,-3.063370963319878e-05
feature_12933,-3.024282685928359e-05
feature_13854,-2.958070516372313e-05
feature_21012,-2.942472720516287e-05
feature_5693,-2.8600192307481897e-05
feature_21997,-2.8155691999964815e-05
feature_13730,-2.78165052683188e-05
feature_10194,-2.703256042889679e-05
feature_23888,-2.6972376374245767e-05
feature_7222,-2.672794594245076e-05
feature_6694,-2.642239821089021e-05
feature_12824,-2.6347040480267925e-05
feature_418,-2.6216541075241294e-05
feature_4351,-2.6051734897625246e-05
feature_21222,-2.5981364697569288e-05
feature_11076,-2.543056111286024e-05
feature_23939,-2.4809631703825997e-05
feature_3549,-2.4518306719545356e-05
feature_18185,-2.363299093793847e-05
feature_13347,-2.295297055873169e-05
feature_6135,-2.290237558426611e-05
feature_1981,-2.2763799629965665e-05
feature_15824,-2.2398262326672745e-05
feature_7735,-2.2367527052935544e-05
feature_3,-2.225838694240867e-05
feature_1657,-2.157094425684347e-05
feature_7083,-2.141417181790173e-05
feature_5821,-2.0799731190879188e-05
feature_12062,-2.0712515840604072e-05
feature_5370,-2.0566844513170145e-05
feature_9556,-2.052737909399305e-05
feature_10993,-2.0213589190332114e-05
feature_4023,-2.015080571343697e-05
feature_12336,-2.0134899729795652e-05
feature_5285,-2.013341067251817e-05
feature_21577,-1.9491102423407904e-05
feature_12412,-1.9247015957268852e-05
feature_17945,-1.904832938652845e-05
feature_3789,-1.8622270334123226e-05
feature_22059,-1.8245082207313245e-05
feature_16693,-1.8011047567234596e-05
feature_10333,-1.7622910896186728e-05
feature_6621,-1.7413355197237746e-05
feature_8821,-1.7021817287610207e-05
feature_24217,-1.6920421396593442e-05
feature_18528,-1.6766899744058428e-05
feature_23483,-1.6525635280006946e-05
feature_10738,-1.580369354720057e-05
feature_8231,-1.577987068364095e-05
feature_11025,-1.5527162860595746e-05
feature_18955,-1.4811783207246964e-05
feature_13997,-1.478625898824193e-05
feature_107,-1.4753023138358579e-05
feature_1832,-1.459268187959939e-05
feature_9372,-1.4555031988727763e-05
feature_262,-1.4310243891457742e-05
feature_23315,-1.406469284505052e-05
feature_22016,-1.3638280173955409e-05
feature_11340,-1.3546978952583277e-05
feature_19134,-1.3525449166340576e-05
feature_6251,-1.3083974425642797e-05
feature_19218,-1.2686521683746844e-05
feature_21732,-1.2587127565166778e-05
feature_13605,-1.2443778571413767e-05
feature_18374,-1.2207610281400605e-05
feature_23622,-1.2196738345127134e-05
feature_17302,-1.173964572213082e-05
feature_2145,-1.1469120878582207e-05
feature_23208,-1.1390562462121333e-05
feature_17641,-1.0964191308227012e-05
feature_1178,-1.0930695839483917e-05
feature_10826,-1.0729685710653137e-05
feature_2871,-1.059846620609095e-05
feature_15797,-1.0514335834843624e-05
feature_6553,-9.521804484791118e-06
feature_20197,-9.044548519787642e-06
feature_11233,-8.862041174051426e-06
feature_21812,-8.77316380250015e-06
feature_1600,-8.715431342043445e-06
feature_2586,-8.331607519906915e-06
feature_17602,-8.068336072664106e-06
feature_17837,-7.7763988716395e-06
feature_21835,-7.632721417583089e-06
feature_12656,-7.6181037918954255e-06
feature_1148,-7.518843496645555e-06
feature_22742,-7.517591740413554e-06
feature_22244,-7.4651461174801705e-06
feature_17013,-7.33023997978588e-06
feature_14027,-7.183897102058801e-06
feature_19656,-6.96242731784702e-06
feature_23262,-6.906152180308211e-06
feature_13133,-6.3987905084661454e-06
feature_23596,-6.374405371600833e-06
feature_21495,-6.186701308641407e-06
feature_53,-6.12745818611149e-06
feature_4208,-5.922646092393347e-06
feature_11006,-5.7101088213107335e-06
feature_10834,-5.651384616978117e-06
feature_8021,-5.4798329525374e-06
feature_12726,-5.4345413143530585e-06
feature_24297,-5.394882445597382e-06
feature_16966,-5.390846496056145e-06
feature_12780,-5.092445559840009e-06
feature_910,-4.9859250892514416e-06
feature_12443,-4.880393204675926e-06
feature_3969,-4.804090146592887e-06
feature_17470,-4.731064349250413e-06
feature_14832,-4.6509589010201856e-06
feature_17004,-4.448545172086593e-06
feature_8514,-4.412211463866722e-06
feature_23731,-4.363032036225345e-06
feature_2053,-4.359441252954621e-06
feature_17953,-4.250223146584631e-06
feature_22022,-4.241293748064034e-06
feature_12107,-4.0550147628937164e-06
feature_1246,-4.0424271181005444e-06
feature_13794,-4.0117122831029304e-06
feature_18940,-3.9218766316184706e-06
feature_17213,-3.920596534390252e-06
feature_11038,-3.891930843968883e-06
feature_8968,-3.662197387310773e-06
feature_14962,-3.599951779909016e-06
feature_6391,-3.5225560349960717e-06
feature_20806,-3.5056939545863306e-06
feature_3675,-3.411341379366828e-06
feature_13907,-3.0788177496909874e-06
feature_9378,-2.9100504290280325e-06
feature_9405,-2.850778528407094e-06
feature_96,-2.5971494781562575e-06
feature_14879,-2.5685560694932443e-06
feature_17348,-2.3657549157451996e-06
feature_24124,-2.3449720590207336e-06
feature_8784,-2.34013481993367e-06
feature_8990,-2.2495727724392013e-06
feature_2065,-2.123863426350958e-06
feature_7432,-2.028236099638203e-06
feature_153,-2.025433760355355e-06
feature_8037,-2.024006764367314e-06
feature_13887,-2.009235002053966e-06
feature_18646,-1.952970327734338e-06
feature_10470,-1.914353001164493e-06
feature_3055,-1.911612445060218e-06
feature_21421,-1.896221755726124e-06
feature_10754,-1.7387350587649841e-06
feature_694,-1.5426073308844046e-06
feature_13722,-1.5278221289105609e-06
feature_481,-1.4466801293355757e-06
feature_4761,-1.3790465321128486e-06
feature_14261,-1.3306334386342654e-06
feature_15520,-1.3166906536854484e-06
feature_8813,-1.1720309166407538e-06
feature_13146,-1.118079094764024e-06
feature_17923,-1.0356104124698006e-06
feature_23721,-9.888830555415673e-07
feature_23559,-9.568864470232974e-07
feature_13567,-9.386750566497959e-07
feature_18261,-7.639777768631006e-07
feature_18936,-7.377229351623882e-07
feature_1723,-7.156904385796636e-07
feature_12997,-7.10238721068901e-07
feature_10284,-7.017958018495917e-07
feature_5013,-7.004006939759222e-07
feature_1620,-6.759265684830317e-07
feature_9884,-6.754932427854854e-07
feature_23556,-6.74175723969217e-07
feature_10829,-6.707583024123665e-07
feature_24189,-6.094671706313726e-07
feature_10814,-5.555610833152258e-07
feature_20067,-5.167089315194495e-07
feature_1752,-4.969361986573162e-07
feature_6830,-4.897023195615802e-07
feature_8118,-4.7288706642723e-07
feature_13311,-4.7228722775960464e-07
feature_21321,-4.4187919587823645e-07
feature_24172,-4.262772019703043e-07
feature_6539,-4.1377914782314563e-07
feature_20945,-4.0816207527161195e-07
feature_18873,-3.88897234404606e-07
feature_23772,-3.7082437414071024e-07
feature_3760,-3.601688322474317e-07
feature_8425,-3.443629417176908e-07
feature_21541,-3.361798832202112e-07
feature_376,-3.0994984338006406e-07
feature_11616,-3.020865824931995e-07
feature_12417,-2.749512616806449e-07
feature_9841,-2.576410086718717e-07
feature_19223,-2.448288117573583e-07
feature_13687,-2.4308542717621506e-07
feature_24003,-2.3580842460901864e-07
feature_8829,-2.3001238373954181e-07
feature_16180,-2.2329649543850749e-07
feature_14017,-2.2179481475870234e-07
feature_15248,-2.1369209032284787e-07
feature_23041,-2.1131579679423141e-07
feature_17601,-2.0447832311809576e-07
feature_17355,-1.9408670474119205e-07
feature_16955,-1.8981114526805954e-07
feature_16936,-1.783572968316882e-07
feature_22804,-1.7129520529790554e-07
feature_22865,-1.7055089820416925e-07
feature_21034,-1.4991342289771836e-07
feature_11142,-1.3829829790257264e-07
feature_9875,-1.3707840026411234e-07
feature_3501,-1.3646170534675762e-07
feature_22338,-1.2243270155476438e-07
feature_17031,-1.2221216422192427e-07
feature_15021,-1.0830766258296265e-07
feature_9604,-1.045520632070307e-07
feature_11327,-1.027967999389645e-07
feature_15667,-1.0202391029778823e-07
feature_17281,-1.0180404684811961e-07
feature_10689,-9.556169205948706e-08
feature_11319,-8.648163067892511e-08
feature_23678,-7.810341570158031e-08
feature_14986,-7.706069075075205e-08
feature_17526,-7.387208378339949e-08
feature_16870,-6.609503170329489e-08
feature_21307,-5.4039513408543624e-08
feature_13758,-5.2267119565740924e-08
feature_2405,-4.4231294193952666e-08
feature_22814,-4.411624084932342e-08
feature_22978,-3.9834575593644675e-08
feature_16724,-3.94696435646047e-08
feature_10255,-3.831788647490342e-08
feature_16979,-3.7926629214979354e-08
feature_16840,-2.7695632986990405e-08
feature_3939,-2.6052483348415478e-08
feature_22317,-2.554872625681881e-08
feature_3896,-2.5269490944168638e-08
feature_17147,-2.5134963399509046e-08
feature_12706,-2.4224124983707185e-08
feature_20822,-2.4054429115238918e-08
feature_21109,-2.006306591972873e-08
feature_16218,-1.8103514431988542e-08
feature_21491,-1.5685384713304273e-08
feature_14617,-1.4411247883927559e-08
feature_4221,-1.4220738153714051e-08
feature_19302,-1.3584365210483896e-08
feature_22533,-1.3090483474975656e-08
feature_22281,-1.0798448857318732e-08
feature_2408,-8.190151001841173e-09
feature_3533,-3.864381314944154e-09
feature_2712,-2.1535469185707256e-09
feature_10571,-4.653328611325946e-10
feature_16159,0.0
feature_16140,0.0
feature_16362,0.0
feature_16158,0.0
feature_16320,0.0
feature_16319,0.0
feature_16462,0.0
feature_16321,0.0
feature_16318,0.0
feature_16157,0.0
feature_16078,0.0
feature_16466,0.0
feature_16359,0.0
feature_16317,0.0
feature_16465,0.0
feature_16467,0.0
feature_16507,0.0
feature_16506,0.0
feature_16069,0.0
feature_16471,0.0
feature_16457,0.0
feature_16134,0.0
feature_16136,0.0
feature_16079,0.0
feature_16363,0.0
feature_16470,0.0
feature_16345,0.0
feature_16325,0.0
feature_16137,0.0
feature_16138,0.0
feature_16358,0.0
feature_16139,0.0
feature_16458,0.0
feature_16468,0.0
feature_16322,0.0
feature_16469,0.0
feature_16341,0.0
feature_16510,0.0
feature_16346,0.0
feature_16146,0.0
feature_16464,0.0
feature_16152,0.0
feature_16075,0.0
feature_16461,0.0
feature_16327,0.0
feature_16148,0.0
feature_16153,0.0
feature_16149,0.0
feature_16077,0.0
feature_16463,0.0
