mrna,mirna,int_rate
SYNE1,hsa-miR-22-3p,0.896136706074061
SYNE1,hsa-miR-181c-5p,0.774735517033175
SYNE1,hsa-miR-543,0.748704095144023
SYNE1,hsa-miR-519e-3p,0.707823050672154
SYNE1,hsa-miR-515-3p,0.697787682373155
SYNE1,hsa-miR-493-5p,0.679612678578413
SYNE1,hsa-miR-297,0.602937486006569
SYNE1,hsa-miR-567,0.585204816299247
SYNE1,hsa-miR-624-3p,0.522723636409608
SYNE1,hsa-miR-636,0.512834601787696
SYNE1,hsa-miR-3065-3p,0.46682840461116
SYNE1,hsa-miR-103a-2-5p,0.465051753008462
SYNE1,hsa-miR-33b-3p,0.452609110680558
SYNE1,hsa-miR-3614-3p,0.451401931261776
SYNE1,hsa-miR-5590-5p,0.388604678843293
FLG,hsa-miR-766-3p,0.45378328636926
FLG,hsa-miR-508-5p,0.450309409493522
FLG,hsa-miR-32-3p,0.43790340099818
FLG,hsa-miR-4766-5p,0.409199024129758
FLG,hsa-miR-670-5p,0.407694209469129
FLG,hsa-miR-345-3p,0.322595900232604
FLG,hsa-miR-26a-1-3p,0.30691032939301
FLG,hsa-miR-302a-5p,0.293731726321716
FLG,hsa-miR-26a-2-3p,0.286642854446512
FLG,hsa-miR-6875-3p,0.274054221117923
FLG,hsa-miR-625-3p,0.273316326885082
FLG,hsa-miR-3976,0.270472894730158
FLG,hsa-miR-8084,0.257808041613117
FLG,hsa-miR-1295b-5p,0.244300760656567
FLG,hsa-miR-5004-3p,0.24071678658754
USH2A,hsa-miR-758-3p,0.601268383891935
USH2A,hsa-miR-3681-3p,0.526688649501848
USH2A,hsa-miR-2113,0.497715537102446
USH2A,hsa-miR-640,0.489000946345871
USH2A,hsa-miR-216a-3p,0.445560732170627
USH2A,hsa-miR-3682-5p,0.439406699006794
USH2A,hsa-miR-22-5p,0.421184421665813
USH2A,hsa-miR-4647,0.395164528655786
USH2A,hsa-miR-4676-5p,0.379019028317935
USH2A,hsa-miR-23a-5p,0.370391045607503
USH2A,hsa-miR-4252,0.350869958451415
USH2A,hsa-miR-187-3p,0.334290327408276
USH2A,hsa-miR-5579-5p,0.322480169840771
USH2A,hsa-miR-652-5p,0.319547599158055
USH2A,hsa-miR-548q,0.300267121327445
SPTA1,hsa-miR-607,0.551374428874153
SPTA1,hsa-miR-1290,0.43763205022243
SPTA1,hsa-miR-3610,0.407163943727418
SPTA1,hsa-miR-8485,0.393437942527667
SPTA1,hsa-miR-486-5p,0.356330948893157
SPTA1,hsa-miR-514a-3p,0.323051435831172
SPTA1,hsa-miR-1468-3p,0.32278294945252
SPTA1,hsa-miR-589-3p,0.314828829725326
SPTA1,hsa-miR-155-3p,0.306839388240988
SPTA1,hsa-miR-5689,0.301460907178817
SPTA1,hsa-miR-4731-3p,0.283333256469394
SPTA1,hsa-miR-2115-5p,0.275466165525167
SPTA1,hsa-miR-640,0.270229561419843
SPTA1,hsa-miR-141-5p,0.267395741543744
SPTA1,hsa-miR-5699-5p,0.254542854090195
EGFR,hsa-miR-7-5p,0.812603686989604
EGFR,hsa-miR-608,0.667869894949321
EGFR,hsa-miR-875-5p,0.606719232251601
EGFR,hsa-miR-141-5p,0.548305867535491
EGFR,hsa-miR-767-3p,0.537818845255878
EGFR,hsa-miR-4651,0.464094342214582
EGFR,hsa-miR-6819-5p,0.449841294844573
EGFR,hsa-miR-548ax,0.441124788476373
EGFR,hsa-miR-4439,0.437815258211585
EGFR,hsa-miR-4688,0.402998221323828
EGFR,hsa-miR-3136-5p,0.396513427903894
EGFR,hsa-miR-6737-5p,0.394364306488782
EGFR,hsa-miR-6812-5p,0.39087375570693
EGFR,hsa-miR-492,0.386176630806719
EGFR,hsa-miR-4474-3p,0.384646175491899
GNA12,hsa-miR-222-5p,0.720576032182881
CELSR2,hsa-miR-222-5p,0.672161675728944
NCOA1,hsa-miR-222-5p,0.630227976342187
LRP2,hsa-miR-222-5p,0.628290176953049
CDKN1B,hsa-miR-222-3p,0.917445461670432
HECTD2,hsa-miR-222-3p,0.913031816821533
PAIP1,hsa-miR-222-3p,0.90179003570882
MYLIP,hsa-miR-222-3p,0.900634969003659
PTBP3,hsa-miR-497-3p,0.75663038830052
ZC3H14,hsa-miR-497-3p,0.709122350089088
EP300,hsa-miR-497-3p,0.667274528912828
RYBP,hsa-miR-497-3p,0.664271359558766
WNT5A,hsa-miR-497-3p,0.659930763138674
SPIN1,hsa-miR-497-3p,0.659588211420125
MED13,hsa-miR-497-3p,0.655281617362844
NR3C1,hsa-miR-497-3p,0.652558571649983
PAPPA,hsa-miR-497-5p,0.94604921394674
WEE1,hsa-miR-497-5p,0.924611788272281
TLK1,hsa-miR-497-5p,0.923388959820997
RPS6KA3,hsa-miR-497-5p,0.910554932704495
UBE4B,hsa-miR-497-5p,0.907147061237855
CCND2,hsa-miR-497-5p,0.90653381945767
PURA,hsa-miR-497-5p,0.905537516986859
RNF217,hsa-miR-497-5p,0.904616609420783
FGF2,hsa-miR-497-5p,0.904106342919637
CDC37L1,hsa-miR-497-5p,0.903956936708234
TBPL1,hsa-miR-497-5p,0.903698819968617
AKT3,hsa-miR-497-5p,0.903395005073094
BTRC,hsa-miR-497-5p,0.903316678015848
MUC1,hsa-miR-485-5p,0.509062795459844
MUC1,hsa-miR-1226-3p,0.459227514709336
MUC1,hsa-miR-1291,0.433919347106637
MUC1,hsa-miR-548b-3p,0.408045385799166
MUC1,hsa-miR-455-3p,0.379810515070425
MUC1,hsa-miR-330-5p,0.376082834228463
MUC1,hsa-miR-328-3p,0.374797650410064
MUC1,hsa-miR-647,0.369727177424312
MUC1,hsa-miR-668-3p,0.359236560305508
MUC1,hsa-miR-512-5p,0.350770965821821
MUC1,hsa-miR-588,0.326839122384876
MUC1,hsa-miR-5589-5p,0.302261256107258
MUC1,hsa-miR-4669,0.300806215380707
MUC1,hsa-miR-885-5p,0.292390102302223
MUC1,hsa-miR-1910-5p,0.277778302133743
CEACAM1,hsa-miR-660-3p,0.470414152716588
CEACAM1,hsa-miR-4687-3p,0.467138736523868
CEACAM1,hsa-miR-1255a,0.461652678090541
CEACAM1,hsa-miR-1255b-5p,0.443410887065452
CEACAM1,hsa-miR-378a-5p,0.437039739504305
CEACAM1,hsa-miR-4323,0.405229850588396
CEACAM1,hsa-miR-4254,0.405002755595049
CEACAM1,hsa-miR-92a-1-5p,0.391302266489279
CEACAM1,hsa-miR-214-5p,0.380921647880672
CEACAM1,hsa-miR-5699-3p,0.373232279652134
CEACAM1,hsa-miR-4765,0.33919015225484
CEACAM1,hsa-miR-6834-5p,0.314354720672169
CEACAM1,hsa-miR-383-3p,0.254605540754986
CEACAM1,hsa-miR-6793-5p,0.225871654045382
CEACAM1,hsa-miR-7975,0.183637961851506
CEACAM5,hsa-miR-924,0.654539663261328
CEACAM5,hsa-miR-362-5p,0.505575896802657
CEACAM5,hsa-miR-1298-3p,0.276967144997624
CEACAM5,hsa-miR-6853-3p,0.262144542444362
CEACAM5,hsa-miR-1306-3p,0.226433938341052
CEACAM5,hsa-miR-9903,0.210092421703138
CEACAM5,hsa-miR-10395-3p,0.196112168548544
AFP,hsa-miR-216a-5p,0.597924957930663
AFP,hsa-miR-1270,0.47580122700021
AFP,hsa-miR-620,0.452028337722676
AFP,hsa-miR-342-3p,0.447311745000759
AFP,hsa-miR-4311,0.394430500461215
AFP,hsa-miR-1285-5p,0.381835599952473
AFP,hsa-miR-1264,0.376536475370398
AFP,hsa-miR-4679,0.2752223444342
AFP,hsa-miR-217-3p,0.160666942951916
AFP,hsa-miR-12131,0.145650080189417
BLM,hsa-miR-628-5p,0.532773708273758
BLM,hsa-miR-5683,0.437960288823636
BLM,hsa-miR-1182,0.425497556435273
BLM,hsa-miR-12122,0.184925790306761
BLM,hsa-miR-4798-5p,0.163739692010763
BLM,hsa-miR-9718,0.140618720757814
BLM,hsa-miR-412-5p,0.0980467085112916
SERPINE1,hsa-miR-143-3p,0.731615632230751
SERPINE1,hsa-miR-1825,0.661805866409319
SERPINE1,hsa-miR-1277-5p,0.619838345328081
SERPINE1,hsa-miR-10b-5p,0.611293617254197
HSPA5,hsa-miR-199a-5p,0.821983149756493
HSPA5,hsa-miR-199a-5p,0.800726480832666
HSPA5,hsa-miR-199b-5p,0.770562798465744
HSPA5,hsa-miR-3121-3p,0.676126492216704
HSPA5,hsa-miR-635,0.640354010430175
HSPA5,hsa-miR-329-3p,0.616275096393048
HSPB1,hsa-miR-4467,0.223385647926702
CCND1,hsa-miR-195-5p,0.923706701623978
CCND1,hsa-miR-16-5p,0.911214393083744
CCND1,hsa-miR-424-5p,0.904940353837473
CCND1,hsa-miR-15b-5p,0.896082604874785
CCND1,hsa-miR-497-5p,0.875409221035373
CCND1,hsa-miR-106a-5p,0.868335415614172
CCND1,hsa-miR-20b-5p,0.865176325077853
CCND1,hsa-miR-15a-5p,0.859775023960001
CCND1,hsa-miR-106b-5p,0.848609734914027
CCND1,hsa-miR-193a-3p,0.800129654311777
MKI67,hsa-miR-4673,0.511720928155576
MKI67,hsa-miR-1298-5p,0.455847927588206
MKI67,hsa-miR-3135b,0.453386290340833
MKI67,hsa-miR-3169,0.436319483970191
MKI67,hsa-miR-5004-5p,0.42968214718949
MKI67,hsa-miR-505-5p,0.4034922224884
IRF4,hsa-miR-125b-5p,0.917736654528362
OSBPL9,hsa-miR-125b-5p,0.899354359944879
NECAB3,hsa-miR-125b-5p,0.890626733368348
KLF13,hsa-miR-125b-5p,0.88882789017322
LFNG,hsa-miR-125b-5p,0.888671982299241
STARD13,hsa-miR-125b-5p,0.887190444493381
VPS4B,hsa-miR-125b-5p,0.886345155636659
PODXL,hsa-miR-125b-5p,0.885513384467602
MYT1,hsa-miR-125b-5p,0.882138853089397
LIN28A,hsa-miR-125b-5p,0.880049300318384
TRIM71,hsa-miR-125b-5p,0.879903182877055
NEU1,hsa-miR-125b-5p,0.879836077524051
DOCK3,hsa-miR-125b-5p,0.879204868322768
BAK1,hsa-miR-125b-5p,0.876534673887131
PCTP,hsa-miR-125b-5p,0.876183650826211
ATP10D,hsa-miR-125b-5p,0.874660727349704
TBC1D1,hsa-miR-125b-5p,0.874354905790313
LBH,hsa-miR-125b-5p,0.874168328080796
SEMA4D,hsa-miR-125b-5p,0.874140851333837
MAP3K11,hsa-miR-125b-5p,0.873912222512958
ABHD3,hsa-miR-125b-5p,0.873878622683497
GRB10,hsa-miR-125b-5p,0.873200879655484
CSNK2A1,hsa-miR-125b-5p,0.872281852370962
