feature,mean_importance
feature_12340,-0.00047933415794154666
feature_18107,-0.00047799634965532966
feature_7894,-0.00047716051425152897
feature_7010,-0.00047588894499004384
feature_5087,-0.00047551320401548745
feature_8596,-0.000474176610292365
feature_19252,-0.00047382574092793563
feature_12214,-0.0004736274991549827
feature_1463,-0.0004666957749329903
feature_16290,-0.00046303931500590867
feature_11572,-0.00045479945705195757
feature_5870,-0.000454192189576208
feature_6929,-0.00045148856753987057
feature_22173,-0.00044743874930353034
feature_19006,-0.00044525006869979846
feature_14928,-0.000445207107967871
feature_12690,-0.00044069654553513526
feature_5451,-0.00043784140224520927
feature_3307,-0.0004337840301328999
feature_8773,-0.0004327542067451784
feature_403,-0.00043252485276206175
feature_5754,-0.00043200636989984
feature_6341,-0.0004315690047838272
feature_19767,-0.0004286195030056117
feature_10087,-0.0004252191133012451
feature_20540,-0.00042480607093027257
feature_10121,-0.0004247822054910255
feature_5314,-0.0004197638981630725
feature_20029,-0.00041909635220587215
feature_6084,-0.0004138572340287583
feature_8762,-0.00040999070598080056
feature_9330,-0.00040825928900827256
feature_571,-0.00040489149763922594
feature_11706,-0.00040219388141697897
feature_18526,-0.0003996287303035695
feature_12730,-0.0003987070147512428
feature_15852,-0.00039811670087839255
feature_18955,-0.0003974143749973846
feature_11518,-0.00039630278095776906
feature_4050,-0.0003932826190318206
feature_9305,-0.00039218738130830655
feature_2116,-0.0003915358773598721
feature_18995,-0.0003870217650821406
feature_7550,-0.0003860272648400054
feature_5697,-0.0003834943449267492
feature_9768,-0.0003809617305005952
feature_16754,-0.0003802390577381409
feature_3172,-0.00037903419421592144
feature_11135,-0.00037740103824843716
feature_13335,-0.0003738714969477197
feature_8096,-0.00037267795336761724
feature_10055,-0.00037125617405273645
feature_21139,-0.0003704528305198629
feature_22785,-0.0003697348607558215
feature_13924,-0.00036815954325122304
feature_2912,-0.0003653258068859966
feature_19889,-0.00036172340436309015
feature_15122,-0.000361229680530295
feature_18166,-0.00036049708279586314
feature_2434,-0.0003595716038783614
feature_21475,-0.00035833958307838196
feature_7546,-0.00035766477585699177
feature_3511,-0.0003554006090610962
feature_21134,-0.0003536607920499479
feature_12811,-0.0003534479044061012
feature_11691,-0.00035226247788107125
feature_23153,-0.0003506146829609591
feature_20662,-0.00034909253459216585
feature_12709,-0.00034520641186841505
feature_4103,-0.0003442693700277166
feature_13689,-0.000344226848192708
feature_17980,-0.0003441639388087614
feature_5417,-0.000342479533202189
feature_163,-0.0003396202114720914
feature_6933,-0.0003393249807584375
feature_10494,-0.00033821291338651525
feature_5275,-0.0003378083379006913
feature_20152,-0.00033667172864022544
feature_10325,-0.00033652990029453544
feature_18370,-0.0003353134885740516
feature_22060,-0.0003339096028934341
feature_23196,-0.0003280740522532799
feature_18045,-0.00032618698026851687
feature_4202,-0.00032612357615491305
feature_1999,-0.00032585874388457725
feature_6506,-0.00032569640289836777
feature_23382,-0.0003251749202451748
feature_7776,-0.000322112413795006
feature_19413,-0.00032131488904760805
feature_14901,-0.00032002638641601686
feature_986,-0.00031873922049299177
feature_23697,-0.00031858146890735296
feature_22125,-0.000318249723825037
feature_14933,-0.00031682147249254553
feature_2747,-0.00031444423457058777
feature_4452,-0.000313527469170416
feature_17047,-0.00031315489660259653
feature_18420,-0.00031269960916240346
feature_11938,-0.000312237219392153
feature_3675,-0.0003074490289459053
feature_19760,-0.00030588025605764456
feature_12158,-0.0003051775747227925
feature_23586,-0.0003050170376381001
feature_11870,-0.000301589704931815
feature_21407,-0.00030066498705001444
feature_3029,-0.0003004074354091557
feature_2,-0.00029905323847769785
feature_13102,-0.0002989979435556567
feature_22379,-0.0002973279720243083
feature_21542,-0.00029674645887107777
feature_669,-0.0002959248368952894
feature_10892,-0.00029419863699722273
feature_23540,-0.0002926313381945045
feature_12856,-0.0002923223708086953
feature_14853,-0.0002920496605777645
feature_19483,-0.0002908493187040673
feature_22742,-0.00028808000227340533
feature_293,-0.00028438464794144913
feature_19572,-0.0002838892739714494
feature_17761,-0.0002835443266430593
feature_24332,-0.0002829581660409808
feature_21405,-0.00028028401654056623
feature_9731,-0.00028022411574737396
feature_9272,-0.0002800443908667738
feature_9946,-0.0002799867835509007
feature_20720,-0.0002797917533245986
feature_1100,-0.000277450629867837
feature_2860,-0.00027617031391677924
feature_17759,-0.0002742249839715161
feature_3696,-0.0002732856000501327
feature_3292,-0.00027038029690735766
feature_19223,-0.0002693799871763769
feature_14140,-0.0002687662345006281
feature_6421,-0.0002685015524972023
feature_9625,-0.00026849259285679496
feature_16087,-0.00026834445990171486
feature_2751,-0.00026771395197469074
feature_8745,-0.0002666392201880363
feature_13738,-0.00026556209643568973
feature_4125,-0.0002622388871074799
feature_15596,-0.00026173319676725537
feature_14321,-0.00026159634585694037
feature_6224,-0.00026106002957049235
feature_23781,-0.00026079348846694825
feature_8185,-0.0002595502179312925
feature_16756,-0.00025708618414057585
feature_3196,-0.0002546971239948181
feature_1453,-0.0002544980312788159
feature_405,-0.00025375999087673407
feature_22953,-0.0002532256187352422
feature_7139,-0.00025256801220088223
feature_21285,-0.0002523157004965082
feature_904,-0.0002514526303536879
feature_22105,-0.00025108194912597525
feature_6995,-0.0002496769494474638
feature_7705,-0.0002487231071999885
feature_249,-0.0002486059452138312
feature_23932,-0.00024473467882653034
feature_876,-0.00024025719618263607
feature_12317,-0.00024019939774013732
feature_7679,-0.00023930319762484055
feature_23182,-0.00023850748593046145
feature_19908,-0.00023717859803058517
feature_8475,-0.00023614897430417335
feature_13207,-0.00023562450186658256
feature_3241,-0.00023393119449273138
feature_16953,-0.00023347692121193918
feature_14752,-0.00023312211457282572
feature_12707,-0.00023261044236759786
feature_6400,-0.00023137595222237904
feature_11475,-0.00023119844273891132
feature_364,-0.0002311211548674308
feature_17693,-0.00022851017003835405
feature_10501,-0.0002282022135436268
feature_10509,-0.00022671930231525915
feature_11492,-0.0002265208529881546
feature_21034,-0.00022524768224450043
feature_13464,-0.00022482697128400897
feature_15499,-0.0002229855754318555
feature_24069,-0.00022246174194102687
feature_23471,-0.00022238296790364487
feature_12172,-0.00021998323427538936
feature_9844,-0.00021943491169782448
feature_17299,-0.0002193764362532935
feature_23339,-0.00021885145579403353
feature_6,-0.000218415014136486
feature_12777,-0.00021828716932248415
feature_18430,-0.00021775435960205147
feature_3781,-0.0002174665152713473
feature_3559,-0.00021685054592703867
feature_6155,-0.00021669397035559702
feature_7933,-0.00021616000666855318
feature_2154,-0.00021560274321583695
feature_1588,-0.00021536901610186288
feature_1248,-0.00021516260415701537
feature_5193,-0.00021462083686552003
feature_8178,-0.0002139683062831077
feature_15529,-0.00021359468596620078
feature_17513,-0.0002135919566339295
feature_8403,-0.0002126134522711931
feature_12611,-0.00021212821977283357
feature_2983,-0.00021099062080771614
feature_9752,-0.00021045644846633403
feature_18683,-0.00020926322101348925
feature_7599,-0.00020900232013447705
feature_1060,-0.00020850796361617795
feature_8318,-0.0002081200334994593
feature_17533,-0.00020768761384870604
feature_910,-0.00020440287917515841
feature_18529,-0.00020425144571076804
feature_23,-0.00020381276192853458
feature_10407,-0.00020378053452236867
feature_22309,-0.00020322153985026238
feature_1730,-0.00020304528869172778
feature_14879,-0.00020280928767797414
feature_10932,-0.0002024207915944931
feature_2235,-0.0002023576107805125
feature_17002,-0.0002020856313947439
feature_9730,-0.00020202352459779415
feature_13996,-0.00020182140860780517
feature_12774,-0.0002000121419530432
feature_5833,-0.00019999666572885212
feature_20547,-0.00019899548146076195
feature_3344,-0.00019853279321457862
feature_10479,-0.00019824358878344216
feature_11024,-0.00019766127305795856
feature_4073,-0.00019622499058040698
feature_9541,-0.00019616979502488086
feature_8470,-0.000196038413875943
feature_10724,-0.0001948656942896365
feature_19251,-0.00019424926375659622
feature_7416,-0.00019400062140666473
feature_4548,-0.00019399567695459473
feature_4506,-0.00019334412824025815
feature_1055,-0.00019329324264303339
feature_14721,-0.0001932896909604187
feature_13146,-0.0001932439574560796
feature_13383,-0.00019195572222279188
feature_21776,-0.0001906999687986799
feature_6091,-0.00019054528647837187
feature_10358,-0.00019027466774579338
feature_10663,-0.0001900237843380559
feature_23539,-0.00018944867379599994
feature_2328,-0.0001876188335834694
feature_9607,-0.0001871451126176149
feature_261,-0.0001867436841777259
feature_4528,-0.00018577956767165115
feature_3971,-0.00018530358978905426
feature_1630,-0.0001851630237859947
feature_376,-0.0001850239266020681
feature_20485,-0.0001840813182114376
feature_5381,-0.0001809493850131183
feature_3225,-0.0001808705075969641
feature_10964,-0.00018015964598485645
feature_9815,-0.00017899803582861474
feature_22847,-0.00017847004659690135
feature_17116,-0.000178105166315512
feature_1635,-0.0001779575680933565
feature_1427,-0.00017589515742399975
feature_76,-0.0001749831234962862
feature_13196,-0.00017414930177126476
feature_4602,-0.00017364770585051036
feature_7412,-0.00017312415266794722
feature_18031,-0.0001728278847398901
feature_16473,-0.00017232146479213563
feature_16466,-0.0001721124832380294
feature_5033,-0.00017175021700346348
feature_2712,-0.00017082933917880183
feature_18010,-0.00017082489174577998
feature_4355,-0.00017080044487387535
feature_9471,-0.00017071015439873438
feature_20747,-0.00017062948754424933
feature_10329,-0.0001704869777887419
feature_21436,-0.00016952381913266646
feature_18745,-0.0001682317302406311
feature_2584,-0.00016671205913880715
feature_2298,-0.00016670732749946016
feature_5664,-0.00016623371864861182
feature_21940,-0.00016619195671454534
feature_13796,-0.00016553445621863004
feature_504,-0.00016477356610586913
feature_12664,-0.00016435685637194997
feature_4951,-0.00016365426715174712
feature_6088,-0.0001626151998155967
feature_9079,-0.00016214501400468873
feature_7249,-0.00016187653747401498
feature_5194,-0.0001618191247878764
feature_3676,-0.00016173333872919747
feature_1401,-0.00015959576853483704
feature_15890,-0.00015846608277629847
feature_6475,-0.0001578086117817623
feature_3055,-0.0001568465883154513
feature_11769,-0.0001561803178045329
feature_21888,-0.0001550876390977507
feature_12538,-0.0001550493314221857
feature_283,-0.00015492761541091582
feature_23433,-0.00015450829584684467
feature_3271,-0.00015446672161447683
feature_15468,-0.00015307609518735443
feature_19443,-0.00015268949744644543
feature_752,-0.0001525953020910631
feature_4868,-0.0001521687778190728
feature_10440,-0.00015203800732059846
feature_20479,-0.0001506956370438406
feature_7505,-0.00014969342301580647
feature_15560,-0.00014844526707269434
feature_19852,-0.00014832636955963707
feature_802,-0.00014809481757971366
feature_16017,-0.00014784721009972746
feature_3946,-0.00014496087309288087
feature_10667,-0.00014459495551431001
feature_3680,-0.0001443519732717391
feature_14484,-0.00014342323607849928
feature_8549,-0.00014300255761052761
feature_18094,-0.0001425887737122711
feature_7592,-0.00014203737047093767
feature_3180,-0.00014187736793260796
feature_20574,-0.0001414087755788218
feature_20491,-0.00014133597919185892
feature_14357,-0.00014125323444611482
feature_19209,-0.0001397084283666139
feature_18616,-0.00013935063076468966
feature_3900,-0.00013889335581451778
feature_6593,-0.00013837565266408002
feature_12338,-0.00013813658082315606
feature_7357,-0.00013655181617702183
feature_19646,-0.0001363388174311586
feature_16593,-0.00013572437918902837
feature_16835,-0.00013561954321112958
feature_358,-0.00013554421236370296
feature_2398,-0.00013553763625693272
feature_20148,-0.0001352691978018239
feature_18608,-0.00013455076437873803
feature_252,-0.00013454281686005044
feature_16386,-0.00013441626995438493
feature_17049,-0.00013437981480350912
feature_8376,-0.00013303019554531393
feature_20783,-0.00013291586584995851
feature_10792,-0.00013152935322184866
feature_10657,-0.0001296691498600344
feature_23304,-0.0001292080662905315
feature_7695,-0.00012915649137774655
feature_4426,-0.0001284290142691269
feature_2258,-0.00012833133966925204
feature_11370,-0.0001280937245506264
feature_9132,-0.00012775545686718459
feature_16471,-0.0001272766833057215
feature_2295,-0.0001271913721949902
feature_8750,-0.00012695850603854363
feature_10926,-0.00012548345730587496
feature_22106,-0.0001253576574605564
feature_1781,-0.00012522818163938077
feature_8868,-0.0001251573280269147
feature_10029,-0.00012482463375431684
feature_9618,-0.00012409299673650233
feature_20926,-0.0001238026982034901
feature_3445,-0.00012369795426745434
feature_21574,-0.00012316696018386253
feature_3629,-0.00012251085925183425
feature_9620,-0.00012179930746358814
feature_4794,-0.00012140924878403236
feature_23945,-0.0001202129992032619
feature_6879,-0.00011995746288953057
feature_21395,-0.00011975556398720055
feature_24299,-0.00011945047305903512
feature_13865,-0.00011942961670405872
feature_974,-0.00011864579978095868
feature_2211,-0.00011819969804542918
feature_19075,-0.00011709478802424123
feature_7043,-0.00011708256983546938
feature_5303,-0.00011651051003200852
feature_20808,-0.00011643844388637969
feature_19493,-0.00011548856082714831
feature_9282,-0.00011508712571237645
feature_4168,-0.00011462695499580011
feature_14735,-0.0001142383703098826
feature_11520,-0.00011391104440277023
feature_5571,-0.00011285844232449272
feature_17787,-0.00011132881359305901
feature_6999,-0.00011130084812978058
feature_12966,-0.0001110402081150319
feature_20403,-0.00011066260426091379
feature_9674,-0.00011019963737139982
feature_23052,-0.00010981089370969422
feature_2103,-0.00010917876784233282
feature_19153,-0.00010894823746563365
feature_11189,-0.00010842076075581186
feature_14127,-0.00010809868793155708
feature_3070,-0.00010800077107198103
feature_7401,-0.00010785045711707575
feature_20474,-0.00010666766249172177
feature_21495,-0.00010657750287941248
feature_13394,-0.00010635932584657226
feature_15395,-0.00010625095659679839
feature_18656,-0.00010598002401311924
feature_16406,-0.000105890664644126
feature_12216,-0.00010579420549390317
feature_203,-0.00010571866413311426
feature_15498,-0.00010568963656281128
feature_19601,-0.0001056551776439152
feature_22282,-0.00010540239226528581
feature_18266,-0.00010479840276074181
feature_13561,-0.00010431714653342805
feature_22714,-0.00010413458833404831
feature_18545,-0.00010372683007007222
feature_11237,-0.00010368605011774612
feature_23933,-0.00010359793413015073
feature_929,-0.00010356993363149768
feature_5344,-0.00010318346253550548
feature_15942,-0.00010253681095337975
feature_5370,-0.00010248578594715952
feature_21680,-0.00010212323693279402
feature_22351,-0.0001020358255547249
feature_11727,-0.00010176471686298427
feature_22268,-0.00010144873371913388
feature_8544,-0.00010106109841176992
feature_6423,-0.00010099794772089332
feature_5860,-0.00010096916335893269
feature_8712,-0.00010083618431007135
feature_6509,-0.00010043352151569706
feature_22090,-0.00010025022430220077
feature_8917,-0.00010022822973578815
feature_8149,-0.00010018624046224112
feature_21712,-9.998844295304732e-05
feature_6617,-9.992227286028665e-05
feature_10522,-9.967782416957505e-05
feature_4653,-9.965880634457135e-05
feature_19094,-9.94647253289127e-05
feature_8524,-9.857771241730262e-05
feature_14125,-9.844091767212682e-05
feature_7077,-9.82534209864383e-05
feature_9140,-9.772051620779987e-05
feature_1656,-9.74930029636889e-05
feature_3001,-9.737994375129677e-05
feature_9041,-9.726424597713556e-05
feature_12488,-9.692842684476677e-05
feature_51,-9.686597212787973e-05
feature_16661,-9.588165308558328e-05
feature_507,-9.557030648610354e-05
feature_18767,-9.543910252456378e-05
feature_8743,-9.511160379658268e-05
feature_9116,-9.500854154185224e-05
feature_14,-9.459719515698683e-05
feature_12722,-9.45810164245664e-05
feature_11842,-9.444597808327959e-05
feature_22735,-9.399047286382523e-05
feature_21216,-9.36464513739077e-05
feature_10229,-9.306224186189649e-05
feature_9035,-9.250928415820426e-05
feature_7801,-9.226099371995033e-05
feature_19603,-9.221389817346549e-05
feature_16004,-9.198748874241768e-05
feature_9533,-9.182391568185455e-05
feature_11464,-9.1791105307526e-05
feature_18613,-9.104806014073041e-05
feature_4831,-9.042635565406076e-05
feature_9713,-9.006479269459965e-05
feature_2931,-8.959296456207966e-05
feature_5431,-8.948106415083146e-05
feature_21106,-8.934550700117061e-05
feature_6784,-8.887486198556615e-05
feature_24359,-8.851200406170267e-05
feature_2903,-8.842015238790246e-05
feature_4622,-8.818336027909268e-05
feature_21286,-8.817595826153824e-05
feature_181,-8.816856119153726e-05
feature_8643,-8.800938620945331e-05
feature_2908,-8.739413832827835e-05
feature_20700,-8.700681679569832e-05
feature_8421,-8.690797441028853e-05
feature_22831,-8.688676733337175e-05
feature_12905,-8.617193951692137e-05
feature_19708,-8.538536180886513e-05
feature_15968,-8.522221636251271e-05
feature_13607,-8.514307288278732e-05
feature_8687,-8.485773449813383e-05
feature_6125,-8.45748487259268e-05
feature_16041,-8.447532920505819e-05
feature_11134,-8.428575051002695e-05
feature_23458,-8.381034418489808e-05
feature_3773,-8.295767098072115e-05
feature_18284,-8.287481114919171e-05
feature_10710,-8.274901251150712e-05
feature_10114,-8.235725495993051e-05
feature_513,-8.221371902776831e-05
feature_14503,-8.200000483604697e-05
feature_15655,-8.187486709851922e-05
feature_6559,-8.184994771724963e-05
feature_19434,-8.140586275111606e-05
feature_14278,-8.090970701202238e-05
feature_2526,-8.041570446639667e-05
feature_1225,-8.017452199182706e-05
feature_21414,-7.980202535977643e-05
feature_9992,-7.964345683670881e-05
feature_11898,-7.963293325041754e-05
feature_5827,-7.949129569533309e-05
feature_9408,-7.901528646734324e-05
feature_15950,-7.757450377934293e-05
feature_2739,-7.74924985359915e-05
feature_16103,-7.725062823766837e-05
feature_8533,-7.6620570658692e-05
feature_17473,-7.599936716098376e-05
feature_21799,-7.54520326096575e-05
feature_13100,-7.529071896086314e-05
feature_17797,-7.485002809224373e-05
feature_7446,-7.482862308791916e-05
feature_1206,-7.423325773374679e-05
feature_8249,-7.421695855474031e-05
feature_23884,-7.381349242661095e-05
feature_167,-7.373700926229798e-05
feature_6471,-7.371870645433987e-05
feature_20147,-7.35080976803415e-05
feature_9370,-7.317198546632486e-05
feature_19712,-7.291373373310427e-05
feature_20616,-7.288855956189e-05
feature_10512,-7.237180120311937e-05
feature_1330,-7.218021970096799e-05
feature_16463,-7.206953372582703e-05
feature_2551,-7.204758901258046e-05
feature_3285,-7.189715633508787e-05
feature_18392,-7.178690013134314e-05
feature_12868,-7.178674522321238e-05
feature_8458,-7.12194641462327e-05
feature_9765,-7.102307291115829e-05
feature_9119,-7.038897494511253e-05
feature_2898,-6.995187906855271e-05
feature_10797,-6.974008683879873e-05
feature_10222,-6.96622372256428e-05
feature_9369,-6.890244116990463e-05
feature_9436,-6.876766920265176e-05
feature_18373,-6.872262683352837e-05
feature_8357,-6.856572771327674e-05
feature_11150,-6.834834576197046e-05
feature_19922,-6.829260973102435e-05
feature_12415,-6.80353085949159e-05
feature_18452,-6.800579728774014e-05
feature_7685,-6.796992071023134e-05
feature_1210,-6.77525212613661e-05
feature_21938,-6.769713918644004e-05
feature_11284,-6.760964927003954e-05
feature_19910,-6.732410251426568e-05
feature_2964,-6.660553575865702e-05
feature_12693,-6.547546872290866e-05
feature_4587,-6.539088729522469e-05
feature_6663,-6.538622764586943e-05
feature_1882,-6.449635713743352e-05
feature_3198,-6.417348141534163e-05
feature_4941,-6.416364931123297e-05
feature_3885,-6.38434238952712e-05
feature_18611,-6.372910597784998e-05
feature_19466,-6.362643130055634e-05
feature_14146,-6.33041369821008e-05
feature_13246,-6.289842819930946e-05
feature_3059,-6.265616920950735e-05
feature_15643,-6.252976616289984e-05
feature_20043,-6.252104964989957e-05
feature_11620,-6.246359444628258e-05
feature_3569,-6.224025645065189e-05
feature_5650,-6.208427064697819e-05
feature_11216,-6.164697705972611e-05
feature_14387,-6.129482076515647e-05
feature_20892,-6.10910705307166e-05
feature_554,-6.108406435396674e-05
feature_8617,-6.0942422559895346e-05
feature_23743,-6.08162257477618e-05
feature_12389,-6.046245145183704e-05
feature_4019,-6.037855472056375e-05
feature_23217,-6.029476872302375e-05
feature_9480,-6.024650784612895e-05
feature_3554,-6.002954652353232e-05
feature_20825,-6.0000579732477635e-05
feature_13591,-5.9724074744127445e-05
feature_17977,-5.9336133564458216e-05
feature_21047,-5.9304923172831535e-05
feature_15162,-5.861370621109696e-05
feature_1160,-5.859841978117508e-05
feature_1684,-5.81591119196645e-05
feature_21788,-5.786573447648102e-05
feature_20324,-5.7810527803403566e-05
feature_14031,-5.714090536228511e-05
feature_17723,-5.712249564653327e-05
feature_2070,-5.7005815299371323e-05
feature_12997,-5.6977465889729295e-05
feature_23284,-5.678855464195109e-05
feature_18317,-5.6787568500249463e-05
feature_23710,-5.6685587286753324e-05
feature_20524,-5.587652834797563e-05
feature_5469,-5.57455816680541e-05
feature_38,-5.547383039492537e-05
feature_12556,-5.5137565967422475e-05
feature_21761,-5.513729681383417e-05
feature_14439,-5.510948564098061e-05
feature_19965,-5.504376837446312e-05
feature_24107,-5.496204809212202e-05
feature_24027,-5.4945252092530875e-05
feature_18223,-5.494022605097015e-05
feature_8521,-5.470034498769039e-05
feature_7075,-5.452440488327159e-05
feature_12589,-5.4251184870834915e-05
feature_18563,-5.42501937183637e-05
feature_17637,-5.406894628559034e-05
feature_19254,-5.398359359374272e-05
feature_19788,-5.384190963177993e-05
feature_9316,-5.366447197390212e-05
feature_18468,-5.294622640372726e-05
feature_11937,-5.282841381353265e-05
feature_16972,-5.263089239815333e-05
feature_19589,-5.262029908508215e-05
feature_23467,-5.2553968804791575e-05
feature_24148,-5.145893353601938e-05
feature_7912,-5.111064662137732e-05
feature_508,-5.068322708441375e-05
feature_17985,-5.0655124766962877e-05
feature_5296,-5.0640737629792373e-05
feature_451,-5.048911302596437e-05
feature_5765,-4.986324153843924e-05
feature_14617,-4.945336079089646e-05
feature_44,-4.942345178116092e-05
feature_10504,-4.92889173208777e-05
feature_20309,-4.895717326141025e-05
feature_6569,-4.874955160543149e-05
feature_9879,-4.86798319435211e-05
feature_21873,-4.818121258658437e-05
feature_7787,-4.811682757455138e-05
feature_3752,-4.80496339765768e-05
feature_4865,-4.776910220214425e-05
feature_19821,-4.7441695550287656e-05
feature_4183,-4.7343356759332875e-05
feature_4273,-4.7278943574569075e-05
feature_16583,-4.7185658672943556e-05
feature_11746,-4.7109604969231e-05
feature_22392,-4.709624635290677e-05
feature_14057,-4.6952380913101165e-05
feature_16845,-4.693203807797364e-05
feature_18268,-4.691160721077558e-05
feature_15446,-4.677949138591764e-05
feature_66,-4.6662398472729905e-05
feature_11236,-4.661245552020077e-05
feature_14290,-4.647847857348619e-05
